Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Source,EID
"Tan H.Y., Goh Z.Y., Loh K.-H., Then A.Y.-H., Omar H., Chang S.-W.","57226663831;57226673338;18042491600;55533045900;50162335800;55276259900;","Cephalopod species identification using integrated analysis of machine learning and deep learning approaches",2021,"PeerJ","9",,"e11825","","",,,"10.7717/peerj.11825","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112269592&doi=10.7717%2fpeerj.11825&partnerID=40&md5=85edce5f6aa8afd3bc1501b15f35d065","Beaks; Cephalopod; Deep features; Deep learning; Machine learning; Species identification; Traditional morphometric features","article; beak; cephalopod; convolutional neural network; deep learning; histogram; major clinical study; Malaysia; nonhuman; residual neural network; sample size; seashore; species identification",Article,Scopus,2-s2.0-85112269592
"Ma Y., Zhang Z., Yang H.L., Yang Z.","57217279668;57001873100;54387797400;55716568000;","An adaptive adversarial domain adaptation approach for corn yield prediction",2021,"Computers and Electronics in Agriculture","187",,"106314","","",,1,"10.1016/j.compag.2021.106314","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111041278&doi=10.1016%2fj.compag.2021.106314&partnerID=40&md5=49d5dd491e9664010fb93824d7448dc4","Adversarial training; Domain adaptation; Remote sensing; Transfer learning; Yield prediction","Crops; Deep learning; Remote sensing; Adversarial training; Corn yields; County level; Crop yield; Domain adaptation; Machine learning models; Neural network modelling; Remote-sensing; Transfer learning; Yield prediction; Forecasting; crop yield; data set; experimental study; machine learning; maize; prediction; weather forecasting",Article,Scopus,2-s2.0-85111041278
"Baltiansky L., Sarafian-Tamam E., Greenwald E., Feinerman O.","57201673353;57224992316;56397866900;6506712009;","Dual-fluorescence imaging and automated trophallaxis detection for studying multi-nutrient regulation in superorganisms",2021,"Methods in Ecology and Evolution","12","8",,"1441","1457",,1,"10.1111/2041-210X.13646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108885705&doi=10.1111%2f2041-210X.13646&partnerID=40&md5=f5618ff6af2624f9fadc04be7f8c5ac8","collective behaviour; collective regulation; distributed systems; nutritional ecology; nutritional geometry; social insects; trophallaxis detection; trophallaxis networks",,Article,Scopus,2-s2.0-85108885705
"Durden J.M., Hosking B., Bett B.J., Cline D., Ruhl H.A.","57195196627;57204686618;7003633211;7102148322;7005369380;","Automated classification of fauna in seabed photographs: The impact of training and validation dataset size, with considerations for the class imbalance",2021,"Progress in Oceanography","196",,"102612","","",,4,"10.1016/j.pocean.2021.102612","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107089475&doi=10.1016%2fj.pocean.2021.102612&partnerID=40&md5=3b0ef26ea7282c59318b5f4a2ddf54a2","Artificial intelligence; Benthic ecology; Computer vision; Convolutional neural networks; Deep learning; Image annotation; Marine photography; Sample size","Animals; Automation; Autonomous underwater vehicles; Computer vision; Convolutional neural networks; Ecology; Large dataset; Photography; Automated classification; Benthic invertebrates; Community composition; Community structures; Diversity metrics; Multivariate dispersions; Porcupine abyssal plains; Training dataset; Classification (of information); automation; community composition; community structure; data set; fauna; model validation; photography; seafloor; training; Atlantic Ocean; Porcupine Abyssal Plain; Erethizon dorsatum; Invertebrata",Article,Scopus,2-s2.0-85107089475
"Zhong S., Xu Z., Cao L.","8976516300;35176903900;57198529205;","Evaluating performance of prediction of vegetative drought using classic and recent sequence-based models",2021,"2021 9th International Conference on Agro-Geoinformatics, Agro-Geoinformatics 2021",,,,"","",,,"10.1109/Agro-Geoinformatics50104.2021.9530344","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115738353&doi=10.1109%2fAgro-Geoinformatics50104.2021.9530344&partnerID=40&md5=1910d6777de6c13e5a4d7b868b6f7e5c","CONUS; Drought; LSTM; NDVI; time-series analysis","Deep learning; Deep neural networks; Disasters; Drought; Forecasting; Time series analysis; Vegetation; Elman neural network; Environmental factors; Environmental variables; Learning neural networks; Neural network method; Nonlinear characteristics; Physical mechanism; Vegetation response; Neural networks",Conference Paper,Scopus,2-s2.0-85115738353
"Scholl V.M., McGlinchy J., Price-Broncucia T., Balch J.K., Joseph M.B.","56301300200;36133639900;57226465825;15844796800;36767910600;","Fusion neural networks for plant classification: Learning to combine RGB, hyperspectral, and lidar data",2021,"PeerJ","9",,"e11790","","",,,"10.7717/peerj.11790","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111664935&doi=10.7717%2fpeerj.11790&partnerID=40&md5=e10867b6258a1e5f45c0dd9e6e9f60d5","Airborne remote sensing; Data science competition; Deep learning; Machine learning; National ecological observatory network; Neural networks; Open science; Remote sensing; Species classification",,Article,Scopus,2-s2.0-85111664935
"Wang R., Zhu Z., Zhu W., Fu X., Xing S.","55775231700;57214132475;57210176961;57226489376;36163646200;","A Dynamic Marine Oil Spill Prediction Model Based on Deep Learning",2021,"Journal of Coastal Research","37","4",,"716","725",,1,"10.2112/JCOASTRES-D-20-00080.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111344801&doi=10.2112%2fJCOASTRES-D-20-00080.1&partnerID=40&md5=6d3ab632a6c3980cb0959cf3e2079e2a","artificial intelligence; behavioral dynamic prediction; Image processing; long short-term memory","artificial neural network; diffusion; early warning system; exploitation; maritime transportation; numerical model; oil spill; petroleum",Article,Scopus,2-s2.0-85111344801
"Wen D., Ma S., Zhang A., Ke X.","55845663900;57196486175;36181924200;55961356900;","Spatial pattern analysis of the ecosystem services in the guangdong-hong kong-macao greater bay area using sentinel-1 and sentinel-2 imagery based on deep learning method",2021,"Sustainability (Switzerland)","13","13","7044","","",,2,"10.3390/su13137044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109151032&doi=10.3390%2fsu13137044&partnerID=40&md5=3c2bd494a30373743823de03fdb2bb66","Deep learning; Ecosystem service; Land cover; Sentinel; Spatial pattern","algorithm; bare soil; ecosystem service; land cover; landscape ecology; neighborhood; satellite imagery; Sentinel; spatial analysis; synthetic aperture radar; China",Article,Scopus,2-s2.0-85109151032
"Meng S., Wang X., Hu X., Luo C., Zhong Y.","57215493971;57189647737;57204510609;57204512078;12039673900;","Deep learning-based crop mapping in the cloudy season using one-shot hyperspectral satellite imagery",2021,"Computers and Electronics in Agriculture","186",,"106188","","",,5,"10.1016/j.compag.2021.106188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105866347&doi=10.1016%2fj.compag.2021.106188&partnerID=40&md5=cf1ef9c8a7bc376ea6d77b582fb90948","Convolutional neural network; Crop mapping; Deep learning; Hyperspectral satellite imagery","Convolution; Crops; Deep neural networks; Hyperspectral imaging; Remote sensing; Semantics; Spectroscopy; Stochastic models; Stochastic systems; Agricultural management; Convolutional neural network; Crop mapping; Deep learning; Hyperspectral satellite; Hyperspectral satellite imagery; Multi-temporal; Multispectral images; Neural network modelling; Satellite images; Satellite imagery; algorithm; crop plant; detection method; economic development; image resolution; multispectral image; remote sensing; satellite imagery",Article,Scopus,2-s2.0-85105866347
"Zhang Y., Chen N., Du W., Li Y., Zheng X.","57221362655;57203906163;36720313300;8302829400;57218448764;","Multi-source sensor based urban habitat and resident health sensing: A case study of Wuhan, China",2021,"Building and Environment","198",,"107883","","",,5,"10.1016/j.buildenv.2021.107883","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104726607&doi=10.1016%2fj.buildenv.2021.107883&partnerID=40&md5=0f762b7c028c3d4456216ecdff6531da","COVID-19; GIS; PLS-SEM; Sensor; Social sensing; Street view","Deep learning; Least squares approximations; Population statistics; Semantics; COVID-19; Driving forces; Green indices; Partial least-squares; Sensor; Sky view factor; Social sensing; Street view; Structural equation models; Transmission route; Viruses; COVID-19; disease incidence; disease transmission; epidemic; GIS; habitat structure; health status; inhibitor; living standard; pandemic; residential location; urban area; China; Hubei; Wuhan",Article,Scopus,2-s2.0-85104726607
"Han Q., Bai H., Liu L., Zhao Y., Zhao Y.","57200303311;57220129718;57204581558;36601626800;57194347501;","Model representation and quantitative analysis of pore three-dimensional morphological structure based on soil computed tomography images",2021,"European Journal of Soil Science","72","4",,"1530","1542",,2,"10.1111/ejss.13072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097022208&doi=10.1111%2fejss.13072&partnerID=40&md5=2b21ea00c800e0dd6f8402f20c26249b","black soil; computed tomography; deep learning; macropore; parallel thinning; quantitative morphology; skeleton structure","freeze-thaw cycle; heterogeneity; morphology; quantitative analysis; soil structure; spatial distribution; three-dimensional modeling; tomography; water retention",Article,Scopus,2-s2.0-85097022208
"Jeantet L., Vigon V., Geiger S., Chevallier D.","57202257443;6507496627;57217080432;36240348900;","Fully Convolutional Neural Network: A solution to infer animal behaviours from multi-sensor data",2021,"Ecological Modelling","450",,"109555","","",,2,"10.1016/j.ecolmodel.2021.109555","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110529764&doi=10.1016%2fj.ecolmodel.2021.109555&partnerID=40&md5=7d67f838681dc93dbd3a62075322419e","Accelerometer; Behavioural classification; Convolutional neural network; Deep learning; Ecology; Sea turtle","Animals; Convolution; Deep learning; Ecology; Gyroscopes; Image segmentation; Learning algorithms; Neural networks; Statistical tests; Video recording; Algorithmic architectures; Animal behaviour; Behavioral classification; Convolutional neural network; Deep learning; Machine-learning; Movement ecologies; Multi-sensor data; Neural-networks; Sea turtles; Accelerometers; accelerometer; algorithm; artificial neural network; data processing; machine learning; segmentation; supervised learning; three-dimensional modeling; turtle; Chelonia mydas; Testudines; Varanidae",Article,Scopus,2-s2.0-85110529764
"Cai C., Guo Z., Zhang B., Wang X., Li B., Tang P.","57209662901;57219735856;57210341981;57201687199;55583982800;57188730776;","Urban morphological feature extraction and multi-dimensional similarity analysis based on deep learning approaches",2021,"Sustainability (Switzerland)","13","12","6859","","",,3,"10.3390/su13126859","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110251324&doi=10.3390%2fsu13126859&partnerID=40&md5=95dd3f769295c5717bfbd42cc734324a","Cluster analysis; Deep learning; Feature extraction; Similarity analysis; Urban morphology","decision making; environmental indicator; infrastructural development; machine learning; similarity index; sustainable development; urban design; urban development; urban morphology",Article,Scopus,2-s2.0-85110251324
"Shao J., Yang M., Liu G., Li Y., Luo D., Tan Y., Zhang Y., Song Q.","55235467700;57224572042;57224581512;57224593582;57224573191;57224560307;57224594331;57224579956;","Urban sub‐center design framework based on the walkability evaluation method: Taking coomera town sub‐center as an example",2021,"Sustainability (Switzerland)","13","11","6259","","",,,"10.3390/su13116259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107952901&doi=10.3390%2fsu13116259&partnerID=40&md5=07adf48a774d183248f4ee7ec737a179","Urban sub‐center; Urban sustainability; Walkability; Walkability evaluation","Coomera",Article,Scopus,2-s2.0-85107952901
"Gong B., Shu C., Han S., Cheng S.-G.","37074586800;57223997507;57224000757;7404684998;","Mine vegetation identification via ecological monitoring and deep belief network",2021,"Plants","10","6","1099","","",,,"10.3390/plants10061099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106720875&doi=10.3390%2fplants10061099&partnerID=40&md5=0e1cd2a10582896a3acd5dd9d734eb05","Deep belief network; Deep learning; Ecological monitoring; Mine; Remote sensing image; Vegetation",,Article,Scopus,2-s2.0-85106720875
"Lopez-Marcano S., L. Jinks E., Buelow C.A., Brown C.J., Wang D., Kusy B., M. Ditria E., Connolly R.M.","57215422131;57223624758;56431171200;57208155764;9133885500;6506475437;57223603768;7101819604;","Automatic detection of fish and tracking of movement for ecology",2021,"Ecology and Evolution","11","12",,"8254","8263",,7,"10.1002/ece3.7656","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105938507&doi=10.1002%2fece3.7656&partnerID=40&md5=3236951cd723717099d64bb95ba71170","computer vision; connectivity; deep learning; dispersal; machine learning; object tracking; underwater video",,Article,Scopus,2-s2.0-85105938507
"Yang D.-Q., Ren G.-P., Tan K., Huang Z.-P., Li D.-P., Li X.-W., Wang J.-M., Chen B.-H., Xiao W.","48362065100;24725530400;57211501988;37067504200;35205626000;57208131215;57216696542;35179094700;7202456631;","An Adaptive Automatic Approach to Filtering Empty Images from Camera Traps Using a Deep Learning Model",2021,"Wildlife Society Bulletin","45","2",,"230","236",,,"10.1002/wsb.1176","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105743603&doi=10.1002%2fwsb.1176&partnerID=40&md5=b7cd28e708c56a7b8d2d60f6072b9146","Artificial intelligence; camera traps; deep learning; empty images; image recognition; wildlife monitoring","ecological modeling; machine learning; trap (equipment); wild population; wildlife management",Article,Scopus,2-s2.0-85105743603
"Chen Z., Liu H., Xu C., Wu X., Liang B., Cao J., Chen D.","57222506003;55719299300;56063889800;15770429100;56504502700;57199889214;8284622100;","Modeling vegetation greenness and its climate sensitivity with deep-learning technology",2021,"Ecology and Evolution","11","12",,"7335","7345",,5,"10.1002/ece3.7564","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105124529&doi=10.1002%2fece3.7564&partnerID=40&md5=7d46f70ed77afd00071ead8a0d159311","climate change; climate sensitivity; deep learning; long short-term memory network; vegetation greenness; vegetation–climate relationship",,Article,Scopus,2-s2.0-85105124529
