Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Source,EID
"Adeyeri O.E., Ishola K.A.","57193666413;57194725534;","Variability and Trends of Actual Evapotranspiration over West Africa: The Role of Environmental Drivers.",2021,"Agricultural and Forest Meteorology","308-309",,"108574","","",,2,"10.1016/j.agrformet.2021.108574","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112021916&doi=10.1016%2fj.agrformet.2021.108574&partnerID=40&md5=7df21c68c0fe3a09d20716d54e4e85f2","Actual Evapotranspiration; Atmospheric Evaporative Demand; Rainfall; Water supply; wavelet decomposition","ecozone; environmental factor; evapotranspiration; solar radiation; spatiotemporal analysis; Sahel [Sub-Saharan Africa]; West Africa",Article,Scopus,2-s2.0-85112021916
"Liu T., Yu S., Zhu X., Liao R., Zhuo Z., He Y., Ma H.","57320805800;57222088615;57320805900;35233818900;57218336256;57320806000;57226801175;","In-situ Detection Method for Microplastics in Water by Polarized Light Scattering",2021,"Frontiers in Marine Science","8",,"739683","","",,,"10.3389/fmars.2021.739683","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118337476&doi=10.3389%2ffmars.2021.739683&partnerID=40&md5=4475f830e998efe8bf7300fa51c4dff3","classification; in-situ detection; machine learning; microplastics; polarization; scattering light",,Article,Scopus,2-s2.0-85118337476
"Justeau-Allaire D.","57203843262;","Constraint-based systematic conservation planning: A generic and expressive approach applied to decision support for the conservation of New Caledonian forests [Planification systématique de la conservation basée sur les contraintes, une approche générique et expressive: Application à l’aide à la décision pour la conservation des forêts de Nouvelle-Calédonie] [Planificación sistemática de la conservación basada en restricciones, un enfoque genérico y expresivo: Aplicación en la ayuda a la toma de decisiones para la conservación de los bosques en Nueva Caledonia]",2021,"Bois et Forets des Tropiques","349",,,"107","108",,,"10.19182/bft2021.a36793","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118844181&doi=10.19182%2fbft2021.a36793&partnerID=40&md5=1498b5bff99f2462c4b7432e5180b0c7","Artificial intelligence; Constraint programming; Decision support; Forest conservation; New caledonia; Restoration planning; Systematic conservation planning",,Article,Scopus,2-s2.0-85118844181
"Plonus R.-M., Vogl S., Floeter J.","57221543054;37098116400;6507321936;","Automatic Segregation of Pelagic Habitats",2021,"Frontiers in Marine Science","8",,"754375","","",,,"10.3389/fmars.2021.754375","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117346532&doi=10.3389%2ffmars.2021.754375&partnerID=40&md5=6c98419b3694a182ee49612438f9cba1","machine learning; North Sea; pelagic habitats; plankton patchiness; submesoscale",,Article,Scopus,2-s2.0-85117346532
"Liu X., Sun Y., Cui J., Jiang Q., Chen Z., Luo Y.","57201851735;57190212775;57219292172;57207450471;55705653000;57371891700;","Early Recognition of Feeding Sound of Trunk Borers Based on Artificial Intelligence [钻蛀性害虫取食声音的人工智能早期识别]",2021,"Linye Kexue/Scientia Silvae Sinicae","57","10",,"93","101",,,"10.11707/j.1001-7488.20211009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121130497&doi=10.11707%2fj.1001-7488.20211009&partnerID=40&md5=6b2fa58eb4d02d253a9d0f3f66554318","Convolutional neural network; Early recognition; Feeding sounds; Noise immunity; Trunk borers","Acoustic noise; Audio acoustics; Convolution; Convolutional neural networks; Feeding; Forestry; Statistical tests; Convolutional neural network; Early recognition; Feeding sound; Gaussian Mixture Model; Model-based OPC; Noise immunity; Recognition accuracy; Recognition models; Signal-noise ratio; Trunk borer; Gaussian distribution",Article,Scopus,2-s2.0-85121130497
"Li Y., Fan X., Yang X., Xu X.","57318108100;56651425600;56095380300;56145954300;","Remote sensing image classification framework based on self-attention convolutional neural network [基于自注意力卷积网络的遥感图像分类]",2021,"Beijing Linye Daxue Xuebao/Journal of Beijing Forestry University","43","10",,"81","88",,,"10.12171/j.1000-1522.20210196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118292359&doi=10.12171%2fj.1000-1522.20210196&partnerID=40&md5=00d8e84b016324793b82aad1100b754f","Convolutional neural network; Image classification; Multi-head self-attention block; Remote sensing image",,Article,Scopus,2-s2.0-85118292359
"Bonilla-Cedrez C., Chamberlin J., Hijmans R.J.","57213594014;7005396229;6603058114;","Fertilizer and grain prices constrain food production in sub-Saharan Africa",2021,"Nature Food","2","10",,"766","772",,8,"10.1038/s43016-021-00370-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116556930&doi=10.1038%2fs43016-021-00370-1&partnerID=40&md5=51e31e24d2f8f7e67312d88ae0b998e3",,,Article,Scopus,2-s2.0-85116556930
"Šulyová D., Vodák J., Kubina M.","57219362564;55235011900;55252035200;","Effective management of scarce water resources: From antiquity to today and into the future",2021,"Water (Switzerland)","13","19","2734","","",,2,"10.3390/w13192734","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116428142&doi=10.3390%2fw13192734&partnerID=40&md5=822eb05d59ae8f0e4009bba167e27ef8","Best practice; Efficient management; Old age; Smart Cities; Technology; Water management; Water scarcity","Climate change; Smart city; Technology transfer; Best practices; Effective management; Efficient managements; Human lives; Old age; Population explosion; Technology; Water scarcity; Waters managements; Waters resources; Water management; detection method; explosion; future prospect; sustainability; twenty first century; water management; water resource; Slovakia",Article,Scopus,2-s2.0-85116428142
"Kirk D.A., Karimi S., Maida J.R., Harvey J.A., Larsen K.W., Bishop C.A.","35547620200;57282769000;57197841833;57217018754;7202662833;7202946338;","Using ecological niche models for population and range estimates of a threatened snake species (Crotalus oreganus) in Canada",2021,"Diversity","13","10","467","","",,,"10.3390/d13100467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116285224&doi=10.3390%2fd13100467&partnerID=40&md5=9ee6ff4aa8cd69602122d5c4c57baa6c","Canada; Crotalus oreganus; Ecological niche models (ENMs), population estimates; Machine learning algorithms; Relative index of occurrence; Snakes; Species-at-risk conservation; Viperidae","algorithm; conservation; GIS; machine learning; niche; population dynamics; range size; snake; species occurrence; British Columbia; Canada; Columbia; Crotalus; Crotalus oreganus; Crotalus viridis; Serpentes; Viperidae",Article,Scopus,2-s2.0-85116285224
"Jungwirth A., Nührenberg P., Jordan A.","56585741100;57217287902;57216849365;","On the importance of defendable resources for social evolution: Applying new techniques to a long-standing question",2021,"Ethology","127","10",,"872","885",,3,"10.1111/eth.13143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114690751&doi=10.1111%2feth.13143&partnerID=40&md5=ae5005378fcca101cc1680efa1f4fcc3","group living; reconstruction; resource defence; sociality; species distribution; structure-from-motion","breeding site; cichlid; cooperative behavior; environmental factor; eusociality; evolutionary biology; resource use; territory; East African Lakes; Lake Tanganyika; Cichlidae; Pisces",Article,Scopus,2-s2.0-85114690751
"Ramazi P., Kunegel-Lion M., Greiner R., Lewis M.A.","56133240400;57204686759;7102873710;56653866000;","Predicting insect outbreaks using machine learning: A mountain pine beetle case study",2021,"Ecology and Evolution","11","19",,"13014","13028",,2,"10.1002/ece3.7921","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114686455&doi=10.1002%2fece3.7921&partnerID=40&md5=f6035e32caeb27ee1ac120b5f9978d2f","future infestations; insect spread; machine learning; mountain pine beetle; predictive ecology; temporal prediction",,Article,Scopus,2-s2.0-85114686455
"Rumelt R.B., Basto A., Mere Roncal C.","57515372400;57243927300;57201091360;","Automated audio recording as a means of surveying tinamous (Tinamidae) in the Peruvian Amazon",2021,"Ecology and Evolution","11","19",,"13518","13531",,1,"10.1002/ece3.8078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114170280&doi=10.1002%2fece3.8078&partnerID=40&md5=eb614735f8b4bf8f569aed8e65538ea3","bioacoustics; bird biology; machine learning; Neotropics; Peru; tinamous",,Article,Scopus,2-s2.0-85114170280
"Marques A.O., de Sousa A.N., Bernardes V.P., Bernardo C.H., Reis D.M., Godoy A.T., Fransozo A.","57226496421;57190123111;57190127082;57190125942;57217092070;57224802295;6701728951;","Evaluation of caridean ecological distribution in the Ubatuba region, southeastern Brazilian coast using unsupervised machine learning technique",2021,"Marine Ecology","42","5","e12673","","",,1,"10.1111/maec.12673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111745362&doi=10.1111%2fmaec.12673&partnerID=40&md5=49d6977e9e6d8885440eab2f72593467","biodetritus; bycatch; clustering; composition; environmental protection area; shelter","bycatch; cluster analysis; crustacean; environmental factor; environmental protection; machine learning; seasonal variation; shelter; spatial distribution; Brazil; Sao Paulo [Brazil]; Ubatuba; Decapoda (Crustacea); Exhippolysmata oplophoroides; Leander paulensis; Nematopalaemon schmitti",Article,Scopus,2-s2.0-85111745362
"Maina J.M., Bosire J.O., Kairo J.G., Bandeira S.O., Mangora M.M., Macamo C., Ralison H., Majambo G.","8979455900;8964135900;6602506060;57203411548;12546068900;32867907300;57215278308;57218588745;","Identifying global and local drivers of change in mangrove cover and the implications for management",2021,"Global Ecology and Biogeography","30","10",,"2057","2069",,3,"10.1111/geb.13368","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111665696&doi=10.1111%2fgeb.13368&partnerID=40&md5=96d7ba0b43c829d86b270cb5ba13e4f6","drivers of change; mangrove conservation; mangrove exposure; sea-level rise; spatially adaptive management; Western Indian Ocean","Rhizophoraceae",Article,Scopus,2-s2.0-85111665696
"Deng C., Li H., Peng D., Liu L., Zhu Q., Li C.","57195150626;57205059158;7202530680;35764666500;57196452375;57216972060;","Modelling the coupling evolution of the water environment and social economic system using PSO-SVM in the Yangtze River Economic Belt, China",2021,"Ecological Indicators","129",,"108012","","",,4,"10.1016/j.ecolind.2021.108012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111046342&doi=10.1016%2fj.ecolind.2021.108012&partnerID=40&md5=ee52a1cfdeeb63463ddeb6d29bc1305d","Coupling coordination degree; Gray water footprint; Green development; Machine learning; Scenario analysis","Economics; Learning systems; Planning; Sustainable development; Coupling coordination degree; Coupling evolution; Gray water; Gray water footprint; Green development; Machine-learning; Scenarios analysis; Social economy; Water environments; Yangtze River; Regional planning; carrying capacity; ecological economics; economic system; environmental economics; spatiotemporal analysis; support vector machine; sustainable development; water footprint; China; Yangtze River",Article,Scopus,2-s2.0-85111046342
"Guo H., Shi Q., Marinoni A., Du B., Zhang L.","57220085352;55286447700;23018988200;57217375214;8359720900;","Deep building footprint update network: A semi-supervised method for updating existing building footprint from bi-temporal remote sensing images",2021,"Remote Sensing of Environment","264",,"112589","","",,17,"10.1016/j.rse.2021.112589","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110119185&doi=10.1016%2fj.rse.2021.112589&partnerID=40&md5=65cd69a8b5b1d4bb0eeacb8132d4cb0f","Building footprint information; Building update; Deep learning","Database systems; Deep learning; Edge detection; Historic preservation; Remote sensing; Supervised learning; Building footprint; Building footprint information; Building update; Deep learning; Edge preservations; Network frameworks; Neural-networks; Remote sensing images; Semi-supervised method; Urban process; Buildings; algorithm; building; ecological footprint; government; methodology; remote sensing; resource management; satellite imagery; supervised learning; urban planning; urbanization; Canterbury [South Island]; China; Christchurch [Canterbury]; Guangdong; Guangzhou; New Zealand; South Island",Article,Scopus,2-s2.0-85110119185
"Langlois J., Guilhaumon F., Bockel T., Boissery P., De Almeida Braga C., Deter J., Holon F., Marre G., Tribot A.-S., Mouquet N.","57225394599;24168494900;57201483228;6505631814;57217083480;56955843900;36625442700;55811881700;56884746400;55973469300;","An integrated approach to estimate aesthetic and ecological values of coralligenous reefs",2021,"Ecological Indicators","129",,"107935","","",,1,"10.1016/j.ecolind.2021.107935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109458041&doi=10.1016%2fj.ecolind.2021.107935&partnerID=40&md5=4d048814392e09c6e7ee3335583ff335","Aesthetic perception; Coralligenous reefs; Deep learning; Ecological value; Nature contribution to people","Behavioral research; Biodiversity; Deep learning; Ecosystems; Learning algorithms; Aesthetic perception; Aesthetic value; Coralligenous reef; Deep learning; Ecological values; Integrated approach; Nature contribution to people; Species composition; Taxonomic diversity; Well being; Reefs; algorithm; biodiversity; conservation management; coral reef; coralline alga; environmental assessment; esthetics; estimation method; integrated approach; machine learning; marine ecosystem; France; Mediterranean Coast [France]",Article,Scopus,2-s2.0-85109458041
"Ye Q., Yu S., Liu J., Zhao Q., Zhao Z.","57193418483;57192717348;56178847400;55937105500;55726121300;","Aboveground biomass estimation of black locust planted forests with aspect variable using machine learning regression algorithms",2021,"Ecological Indicators","129",,"107948","","",,2,"10.1016/j.ecolind.2021.107948","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109454557&doi=10.1016%2fj.ecolind.2021.107948&partnerID=40&md5=a57d483f8242d3b7f75b78641d4ce70b","Aboveground biomass; Aspect; Black locust planted forests; Machine learning algorithms","Decision trees; Ecology; Learning algorithms; Neural networks; Reforestation; Support vector machines; Above ground biomass; Accurate estimation; Aspect; Biomass estimation; Black locust; Black locust planted forest; Machine learning algorithms; Machine-learning; Random forests; Regression algorithms; Biomass; aboveground biomass; algorithm; artificial neural network; deciduous tree; detection method; dicotyledon; forest ecosystem; machine learning; Robinia pseudoacacia",Article,Scopus,2-s2.0-85109454557
"Mondal R., Bhat A.","57216274352;12785353900;","Comparison of regression-based and machine learning techniques to explain alpha diversity of fish communities in streams of central and eastern India",2021,"Ecological Indicators","129",,"107922","","",,,"10.1016/j.ecolind.2021.107922","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108832456&doi=10.1016%2fj.ecolind.2021.107922&partnerID=40&md5=97b4f80ba6fa3db1dd17443c78df8c60","Artificial neural network; Freshwater fish; Generalized additive models; Linear mixed models; Multivariate adaptive regression splines","Additives; Ecosystems; Feature extraction; Fish; Forestry; Machine learning; Neural networks; Regression analysis; Splines; Central India; Eastern India; Freshwater fishes; Generalized additive model; Linear mixed models; Machine learning techniques; Model method; Multivariate adaptive regression splines; Neural-networks; Species richness and diversities; Water; additive; artificial neural network; comparative study; homogeneity; machine learning; regression analysis; species diversity; species richness; water temperature; India; Pisces",Article,Scopus,2-s2.0-85108832456
